,beer_id,abv,style,brewery
960,1850462,0.049,Saison / Farmhouse Ale,Boutilliers
961,605104,0.045,Witbier,Raudonų Plytų Alaus Dirbtuvės (Švyturys)
962,10166,0.045,Stout - Oyster,Marston's Brewery
963,1828789,0.038,IPA - Session / India Session Ale,The Brewery Of Angels And Demons
964,1221231,0.053,IPA - American,Ghost Brew Co
965,354450,0.042,Golden Ale,Skinners Brewing Co
966,1780291,0.08,Belgian Tripel,To Øl
967,1938871,0.061,Pale Ale - English,Four Candles
968,578429,0.04,English Bitter,Old Dairy Brewery
969,377461,0.098,Stout - American Imperial / Double,Beavertown
970,1299145,0.045,IPA - Session / India Session Ale,Two Tribes Brewing
971,1939384,0.038,English Bitter,Gadds' The Ramsgate Brewery
972,1516529,0.045,Sour - Ale,Dugges Bryggeri
973,541939,0.045,Red Ale - American Amber / Red,Harviestoun Brewery
974,1904536,0.042,IPA - Session / India Session Ale,Brew By Numbers
975,1527063,0.035,Sour - Ale,Dugges Bryggeri
976,1810250,0.07400000000000001,Porter - Other,BrewDog
977,1885866,0.04,Sour - Gose,Time and Tide Brewing
978,922047,0.042,Stout - Other,Theakston
979,175132,0.05,Lager - Pale,Thai Beverage PLC
980,51017,0.053,Lager - Dunkel Munich,Bayreuther Bierbrauerei
981,324002,0.048,Pilsner - Other,Radeberger Gruppe
982,35642,0.052000000000000005,Hefeweizen,Brauerei Gebr. Maisel
983,749103,0.05,IPA - American,Church Farm Brewery
984,17636,0.047,Lager - Pale,Sapporo Breweries
985,2404,0.07,IPA - American,Tampa Bay Brewing Company
986,311619,0.05,Pilsner - Other,Sociedade Central de Cervejas e Bebidas SA
987,23580,0.05,Pilsner - Czech,Heineken Česká republika
988,26496,0.048,Pilsner - Other,Brouwerij Alken-Maes
989,622529,0.025,Shandy / Radler,Binding Brauerei
990,379041,0.048,Pale Ale - American,Florida Beer Company
991,378897,0.0,Lager - North American Adjunct,Florida Beer Company
992,16649,0.044000000000000004,Lager - American Amber / Red,Yuengling Brewery
993,120376,0.045,Lager - Pale,Brasil Kirin
994,65997,0.05,Pilsner - Other,Charles Wells Brewery
995,1238554,0.057,Festbier,Bayreuther Bierbrauerei
996,1311995,0.039,Pilsner - Other,Outstanding Brewing Co 
997,5975,0.055,Hefeweizen,Hacker-Pschorr
998,1276651,0.045,IPA - Session / India Session Ale,Lacada Brewery
999,793123,0.037000000000000005,Pale Ale - English,Redchurch Brewery 
1000,347795,0.053,IPA - American,Shiny Brewing
1001,1533629,0.057,IPA - American,Eight Degrees Brewing
1002,1505920,0.04,Pale Ale - American,Wiper And True
1003,1902781,0.048,Pale Ale - American,Verdant Brewing Co
1004,675818,0.045,Pale Ale - American,Titanic Brewery
1005,161170,0.06,IPA - English,Doppio Malto Brewing Company
1006,227352,0.07,Strong Ale - English,Birrificio Legnone
1007,18273,0.067,IPA - American,Crazy Mountain Brewing Company
1008,1794204,0.08,IPA - Imperial / Double,Twisted Barrel Ale
1009,1582531,0.048,Pale Ale - American,Fourpure Brewing Co
1010,1556666,0.05,Pale Ale - International,Cerveja Artesanal Marafada
1011,5756,0.083,IPA - Belgian,Flying Dog Brewery
1012,1868215,0.045,IPA - Session / India Session Ale,Cloudwater Brew Co.
1013,78972,0.065,Red Ale - American Amber / Red,Doppio Malto Brewing Company
1014,1181734,0.052000000000000005,Saison / Farmhouse Ale,Dois Corvos
1015,1530000,0.065,IPA - American,Verdant Brewing Co
1016,5427,0.049,Pale Ale - American,Firestone Walker Brewing Company
1017,1223979,0.046,Pale Ale - American,Caledonian Brewing Company 
1018,649850,0.102,Stout - Imperial Oatmeal,The White Hag Irish Brewing Company
1019,1866044,0.057999999999999996,IPA - American,Salopian Brewery
1020,16283,0.09,IPA - Imperial / Double,Moor Beer Company
1021,1936260,0.045,Pale Ale - English,Fixed Wheel Brewery
1022,1000580,0.043,Golden Ale,Sadler's Ales
1023,83727,0.057,IPA - International,Yeastie Boys
1024,390495,0.07200000000000001,IPA - Imperial / Double Black,Tempest Brewing Co
1025,1805903,0.045,Stout - Other,Flavourly
1026,1950520,0.054000000000000006,Hefeweizen,Magic Rock Brewing
1027,521851,0.092,Stout - Imperial / Double,Weird Beard Brew Co.
1028,1945714,0.12,Blonde Ale,Cloudwater Brew Co.
1029,286797,0.040999999999999995,Stout - Other,Buxton Brewery
1030,1236867,0.038,Golden Ale,Wickwar Wessex Brewing Co
1031,1929139,0.05,Porter - American,Green Duck Beer Company
1032,1868244,0.071,Blonde Ale - Belgian Blonde / Golden,Sacre Brew
1033,1241639,0.11,Stout - Oyster,Tempest Brewing Co
1034,1833447,0.064,IPA - American,Magic Rock Brewing
1035,878534,0.048,Porter - Other,Malvern Hills Brewery
1036,1550672,0.075,Belgian Dubbel,Ilkley Brewery Co.
1037,1872378,0.1,Stout - Imperial / Double,Torrside Brewing
1038,1798765,0.063,Saison / Farmhouse Ale,Runaway Brewery
1039,295125,0.105,Belgian Strong Golden Ale,Brouwerij Van Steenberge
1040,257231,0.035,Gluten-Free,First Chop Brewing Arm
1041,1927464,0.09,IPA - Imperial / Double,Cloudwater Brew Co.
1042,657160,0.12,Stout - Imperial / Double,Evil Twin Brewing
1043,460354,0.07,IPA - American,Hawkshead Brewery
1044,1274982,0.05,IPA - English,Lidl UK
1045,629717,0.048,IPA - American,Conwy Brewery
1046,533991,0.055,IPA - American,Conwy Brewery
1047,1416253,0.047,Stout - Milk / Sweet,BrewDog
1048,5707,0.092,IPA - Imperial / Double,BrewDog
1049,322150,0.040999999999999995,Sour - Gose,Magic Rock Brewing
1050,1537674,0.122,Stout - Imperial / Double,Buxton Brewery
1051,1617368,0.055,Saison / Farmhouse Ale,Pig & Porter
1052,951645,0.065,Stout - Other,SQUAWK Brewing Company
1053,1724776,0.08199999999999999,IPA - Imperial / Double,Track Brewing Company
1054,1794248,0.057999999999999996,Pale Ale - English,Blackjack Beers
1055,27444,0.06,Porter - Other,Conwy Brewery
1056,88275,0.039,Pale Ale - English,Dancing Duck
1057,1949508,0.09,IPA - Imperial / Double,Cloudwater Brew Co.
1058,1354799,0.087,Stout - American Imperial / Double,Stone Brewing
1059,773733,0.068,IPA - White,PIPES™
1060,1142005,0.061,Saison / Farmhouse Ale,Brouwerij De Molen
1061,129010,0.044000000000000004,Pale Ale - English,Tiny Rebel Brewing Co
1062,1875819,0.07,Saison / Farmhouse Ale,PIPES™
1063,1194502,0.045,Lager - Pale,Brewgooder
1064,1836932,0.045,IPA - Session / India Session Ale,Mikkeller
1065,1380338,0.047,Spiced / Herbed Beer,The Flying Dutchman Nomad Brewing Company
1066,1241239,0.044000000000000004,Lager - Dunkel Munich,Wychwood Brewery
1067,536609,0.054000000000000006,Grisette,To Øl
1068,733444,0.078,Porter - Other,Põhjala
1069,15990,0.06,Brown Ale - American,Mikkeller
1070,1822419,0.036000000000000004,Sour - Berliner Weisse,Wiper And True
1071,1806576,0.063,Stout - Foreign / Export,Panda Frog Project
1072,976866,0.047,IPA - Session / India Session Ale,Ægir Bryggeri
1073,7589,0.051,Red Ale - American Amber / Red,Rogue Ales & Spirits
1074,570108,0.0666,IPA - Black / Cascadian Dark Ale,Brussels Beer Project
1075,168466,0.055999999999999994,IPA - American,PIPES™
1076,161738,0.055,IPA - English,Gower Brewery
1077,491728,0.045,Scottish Ale,BrewDog
1078,1497794,0.055,IPA - American,The London Beer Factory
1079,39203,0.092,Belgian Tripel,Brouwerij De Molen
1080,323318,0.065,Stout - Oatmeal,Siren Craft Brew
1081,1127731,0.055,Pale Ale - American,Magic Rock Brewing
1082,135569,0.05,Winter Ale,Strathaven Ales
1083,326293,0.04,Golden Ale,Portobello Brewery
1084,299743,0.048,Rye Beer,Pig & Porter
1085,49851,0.035,Pale Ale - New Zealand,Saltaire Brewery
1086,957897,0.048,Pale Ale - American,By The Horns Brewing Co.
1087,6195,0.034,Pale Ale - English,Adnams
1088,1174690,0.05,Pale Ale - English,Dukeries Brewery
1089,1433078,0.095,Stout - Imperial / Double,Beavertown
1090,57518,0.055999999999999994,IPA - English,Curious Drinks (Chapel Down)
1091,1890343,0.073,IPA - American,The Kernel Brewery
1092,148733,0.068,IPA - English,Marble Beers
1093,11995,0.045,Winter Ale,"Fuller, Smith & Turner "
1094,1923321,0.07,IPA - International,Magic Rock Brewing
1095,797,0.065,Stout - Milk / Sweet,St. Peter’s Brewery Co.
1096,38700,0.05,Pilsner - Czech,Pivovary Staropramen
1097,42371,0.05,Witbier,Wieckse
1098,514810,0.039,Golden Ale,Silhill Brewery
1099,1441008,0.065,IPA - American,BrewDog
1100,17357,0.049,Lager - Pale,Sabeco
1101,6204,0.048,California Common,Anchor Brewing Company
1102,440554,0.045,Red Ale - Other,Wold Top Brewery 
1103,621634,0.045,Pale Ale - American,Bristol Beer Factory
1104,13560,0.046,Lager - Pale,Kona Brewing Company
1105,1569353,0.055999999999999994,IPA - American,Greene King
1106,69064,0.064,Pale Ale - American,Birra del Borgo
1107,1509586,0.092,IPA - Imperial / Double,BrewDog
1108,240278,0.036000000000000004,English Bitter,"Fuller, Smith & Turner "
1109,3109,0.05,Gruit / Ancient Herbed Ale,Williams Brothers Brewing Co.
1110,42627,0.042,Pale Ale - English,Jennings Brewery
1111,1832324,0.048,Winter Ale,Thornbridge Brewery
1112,174532,0.05,Lager - Helles,San Gabriel
1113,1271512,0.055999999999999994,Pale Ale - American,Browar Jana
1114,753362,0.057,IPA - American,Raduga
1115,1875793,0.055999999999999994,Pilsner - Other,Browar Jabłonowo
1116,873969,0.045,Pale Ale - American,Browar Pinta
1117,1274058,0.048,Pale Ale - American,T.E.A. Time Brewpub
1118,1584811,0.046,Lager - Pale,Doctor Brew
1119,1897621,0.051,Hefeweizen,Hoplala
1120,1684079,0.052000000000000005,Hefeweizen,Browar Waszczukowe
1121,1874497,0.063,Lager - Dark,Browar Jabłonowo
1122,29549,0.044000000000000004,Blonde Ale,Robinsons Brewery
1123,1801770,0.05,Pilsner - Other,Browar Czarny Kot (Dionizos Radom)
1124,1593471,0.048,Extra Special / Strong Bitter,Browar Twigg
1125,5932,0.04,Stout - Irish Dry,Heineken Brewery Ireland
1126,1326951,0.064,IPA - American,Browar Pinta
1127,335103,0.052000000000000005,Pilsner - Czech,Městský Podorlický pivovar
1128,1875689,0.053,Spiced / Herbed Beer,Browar Jabłonowo
1129,1298445,0.049,Stout - Milk / Sweet,Browar Setka
1130,9447,0.048,Lager - Pale,Molson Coors (UK)
1131,20966,0.04,Pilsner - Czech,Pivovar Velké Popovice
1132,1681458,0.021,Pale Wheat Ale - American,Olimp
1133,1723809,0.09699999999999999,Porter - Baltic,Browar Staropolski
1134,1451453,0.047,Pale Ale - American,Lervig 
1135,1890156,0.06,Lager - Winter,Hoplala
1136,1695759,0.057999999999999996,Pilsner - Other,Wylam
1137,1223891,0.045,Dark Ale,Box Steam Brewery
1138,1317440,0.055,IPA - Session / India Session Ale,Boundary Brewing
1139,1867451,0.06,IPA - English,Boundary Brewing
1140,1542077,0.042,IPA - Session / India Session Ale,Redwillow Brewery
1141,1931922,0.05,Red Ale - Other,Arkell's Brewery
1142,82688,0.04,Pale Ale - English,East London Brewing Company 
1143,68503,0.04,IPA - English,Milk Street Brewery
1144,628753,0.037000000000000005,Pale Ale - English,Time and Tide Brewing
1145,237639,0.038,Pale Ale - American,Howling Hops
1146,216681,0.05,Pale Ale - American,Vibrant Forest Brewery
1147,1787492,0.044000000000000004,IPA - Session / India Session Ale,Yeastie Boys
1148,6230,0.045,Extra Special / Strong Bitter,Arkell's Brewery
1149,1480512,0.043,IPA - Session / India Session Ale,Brixton Brewery
1150,631983,0.039,IPA - Session / India Session Ale,Tiny Rebel Brewing Co
1151,65394,0.055999999999999994,Pale Ale - New Zealand,Tempest Brewing Co
1152,34573,0.045,English Bitter,Brouwerij De Molen
1153,407718,0.045,Pale Ale - English,Crate Brewery
1154,1246913,0.05,Lager - Pale,General Investment Company
1155,1752455,0.06,Dunkelweizen,Gebrouwen Door Vrouwen
1156,204069,0.045,Perry,Stella Artois
1157,220203,0.05,Witbier,Brouwerij De 7 Deugden
1158,35142,0.057,Hefeweizen,Hertog Jan
1159,16012,0.047,Pale Ale - Belgian,Bierbrouwerij De Koningshoeven
1160,1617656,0.044000000000000004,Pale Wheat Ale - American,Amsterdam Brewboys
1161,23981,0.047,Lager - Pale,Kombolcha Brewery (BGI)
1162,1130373,0.055,Fruit Beer,Green Flash Brewing Company
1163,3478,0.05,Extra Special / Strong Bitter,Greene King
1164,60228,0.038,English Bitter,St Austell Brewery
1165,1093959,0.086,Strong Ale - English,Birra Venezia
1166,1424217,0.08,Stout - Imperial / Double,Thornbridge Brewery
1167,499748,0.052000000000000005,Lager - IPL (India Pale Lager),Birrificio Antoniano
1168,89643,0.064,Bock,Birra Venezia
1169,861323,0.057999999999999996,IPA - American,Uprising
1170,89644,0.05,Witbier,Birra Venezia
1171,1152084,0.045,IPA - International,York Brewery 
1172,402540,0.045,Pale Ale - American,Shipyard Brewing Company
1173,835283,0.063,Belgian Strong Golden Ale,Birrificio Antoniano
1174,18580,0.049,Pilsner - Other,Fabbrica di Pedavena
1175,89642,0.047,Lager - Pale,Birra Venezia
1176,113869,0.055,Lager - Pale,Birrificio Angelo Poretti
1177,5872,0.05,Pale Ale - English,Bass Brewers
1178,33495,0.048,Lager - Helles,Birra Forst
1179,1507,0.06,Stout - Milk / Sweet,Left Hand Brewing Company
1180,42688,0.046,Golden Ale,Oakham Ales
1181,1868493,0.038,Pale Ale - American,Framework Brewery
1182,18598,0.057,IPA - American,Boulevard Brewing Co.
1183,1083867,0.045,Cider,Thatchers
1184,5519,0.04,Lager - Pale,Foster's Group
1185,1529927,0.046,Cider,Otter Brewery
1186,6254,0.04,English Bitter,Cheddar Ales
1187,85135,0.045,English Bitter,Moles Brewery
1188,280476,0.045,Cider,Orchard Pig
1189,1765275,0.045,Winter Ale,Caledonian Brewing Company 
1190,1954660,0.044000000000000004,Extra Special / Strong Bitter,Thwaites Brewery
1191,1561241,0.059000000000000004,Pale Ale - English,Tipsy Angel
1192,1583861,0.040999999999999995,Specialty Grain,Green Mill 
1193,31133,0.06,Brown Ale - American,Anchor Brewing Company
1194,1817983,0.071,Porter - Other,Moor Beer Company
1195,45607,0.042,Golden Ale,Liverpool Organic
1196,1866045,0.04,Golden Ale,Salopian Brewery
1197,932971,0.04,English Bitter,Hogarths Brewery
1198,27002,0.066,Strong Ale - English,Exmoor Ales
1199,53755,0.038,English Bitter,Oakham Ales
1200,49608,0.05,Porter - Other,Prospect Brewery
1201,95732,0.043,English Bitter,Bathams Brewery
1202,1509610,0.044000000000000004,Pale Ale - English,Sonnet 43 Brew House
1203,1384723,0.063,IPA - English,Cerveza Artesanal Vulturis
1204,822141,0.039,Pale Ale - English,Elland Brewery
1205,210463,0.06,Witbier,Black Hole Brewery
1206,250424,0.052000000000000005,Extra Special / Strong Bitter,The Olde Swan Inn Brewery
1207,1711802,0.042,Golden Ale,Moorhouse's Brewery
1208,39570,0.04,Golden Ale,Thornbridge Brewery
1209,1774099,0.040999999999999995,Golden Ale,Tarn51 Brewing Company
1210,428159,0.05,IPA - English,Pied Bull Brewery
1211,1677393,0.073,IPA - American,Rock Bottom Restaurant & Brewery
1212,39806,0.051,IPA - English,Wharfe Beer Company
1213,1681861,0.048,Golden Ale,Tiny Rebel Brewing Co
1214,12323,0.08,Doppelbock ,Cumbrian Legendary Ales
1215,238461,0.059000000000000004,IPA - American,Redwillow Brewery
1216,1762626,0.048,Stout - Other,Brunswick Brewing Company
1217,24115,0.06,Dark Ale,Brunswick Brewing Company
1218,331239,0.053,Pale Ale - American,Weird Beard Brew Co.
1219,1857984,0.037000000000000005,English Bitter,Magic Rock Brewing
1220,907516,0.052000000000000005,Saison / Farmhouse Ale,Blackjack Beers
1221,1822027,0.073,IPA - Black / Cascadian Dark Ale,Marble Beers
1222,1132057,0.105,Stout - Imperial Oatmeal,Alechemy Brewing Ltd
1223,51486,0.05,Golden Ale,Stonehenge Ales
1224,73027,0.07200000000000001,Scottish Ale,Innis & Gunn
1225,946474,0.055,IPA - English,Track Brewing Company
1226,1834990,0.1,Stout - Imperial Milk / Sweet,Hawkshead Brewery
1227,533999,0.043,Golden Ale,Williams Brothers Brewing Co.
1228,1223920,0.10300000000000001,Gruit / Ancient Herbed Ale,Stone Brewing
1229,619064,0.047,Pale Ale - English,Liverpool Craft Beer Co
1230,1824801,0.068,Porter - Baltic,Lost And Grounded Brewers
1231,1755323,0.040999999999999995,IPA - Black / Cascadian Dark Ale,Marks & Spencer
1232,1844434,0.051,Rye Beer,BrewDog
1233,38925,0.040999999999999995,English Bitter,Greene King
1234,1757988,0.052000000000000005,Porter - English,Marks & Spencer
1235,10137,0.07,IPA - American,Mikkeller
1236,186562,0.15,Stout - American Imperial / Double,Goose Island Beer Co.
1237,1267471,0.045,Pale Ale - American,Verdant Brewing Co
1238,1712997,0.062000000000000006,Red Ale - American Amber / Red,Lost And Grounded Brewers
1239,1169068,0.085,Porter - Imperial / Double,Hawkshead Brewery
1240,103713,0.065,Maibock/Helles Bock,Birrificio Angelo Poretti
1241,12772,0.048,Blonde Ale,Fulton Beer
1242,6349,0.075,Fruit Beer,Short's Brewing Company
1243,1895017,0.1,IPA - Imperial / Double,Bell's Brewery
1244,1860167,0.065,IPA - Red,Lucette Brewing Company
1245,6277,0.045,Lager - North American Adjunct,Grupo Modelo S.A. de C.V.
1246,1006461,0.054000000000000006,Pale Ale - American,Central Waters Brewing Company
1247,23389,0.055,Maibock/Helles Bock,New Glarus Brewing Company
1248,1442584,0.055999999999999994,Stout - Other,The Brewing Projekt
1249,1516589,0.05,Fruit Beer,Hard Seltzer Beverage Company (Truly Spiked & Sparkling)
1250,275987,0.091,IPA - Imperial / Double,Potosi Brewing Company
1251,9275,0.065,IPA - American,Revolution Brewing Company
1252,1442191,0.065,Stout - American,Potosi Brewing Company
1253,4483,0.05,Cider,Woodchuck Cidery
1254,1607459,0.04,Hefeweizen,Northwoods Brewpub Grill
1255,1543818,0.053,Witbier,Stone Brewing
1256,1233820,0.06,Porter - Other,Real Deal Beer
1257,6552,0.052000000000000005,Red Ale - American Amber / Red,O'so Brewing Company
1258,977293,0.042,Shandy / Radler,Jacob Leinenkugel Brewing Company
1259,1651316,0.06,Märzen,Ale Asylum
1260,1295,0.08410000000000001,Belgian Tripel,Sprecher Brewing Company
1261,1777225,0.042,Shandy / Radler,Jacob Leinenkugel Brewing Company
1262,4085,0.064,Old Ale,Alaskan Brewing Co.
1263,1536,0.046,English Bitter,Boddington's Brewery
1264,11653,0.065,Stout - Oatmeal,Potosi Brewing Company
1265,30890,0.07,Pale Ale - American,Baja Brewing Company
1266,31323,0.09300000000000001,IPA - Imperial / Double,Odell Brewing Co.
1267,1243019,0.055,Kellerbier / Zwickelbier,Schlafly - The Saint Louis Brewery
1268,208,0.053,Scotch Ale / Wee Heavy,Odell Brewing Co.
1269,1104107,0.053,Pale Ale - American,Karben4 Brewing
1270,28,0.07,IPA - American,Odell Brewing Co.
1271,1600793,0.053,Pale Ale - American,Odell Brewing Co.
1272,164310,0.07200000000000001,IPA - American,Schlafly - The Saint Louis Brewery
1273,1816860,0.1075,Barleywine - Other,RAM Restaurant & Brewery / C.B. & Potts
1274,376441,0.0525,Pale Wheat Ale - American,Toppling Goliath Brewing
1275,109236,0.06,IPA - American,Toppling Goliath Brewing
1276,68394,0.065,Rye IPA,4 Hands Brewing Co.
1277,31633,0.054000000000000006,Brown Ale - American,Urban Chestnut Brewing Company
1278,1806038,0.055,Pale Ale - American,New Belgium Brewing Company
1279,748013,0.057999999999999996,Pale Ale - American,Toppling Goliath Brewing
1280,131366,0.057,Stout - Oatmeal,Toppling Goliath Brewing
1281,1897399,0.055,Sour - Ale,New Glarus Brewing Company
1282,151412,0.062000000000000006,IPA - American,3 Sheeps Brewing Company
1283,1372246,0.039,Scottish Ale,Belhaven Brewery
1284,1552349,0.095,Saison / Farmhouse Ale,Goose Island Beer Co.
1285,7652,0.10800000000000001,Stout - American Imperial / Double,Central Waters Brewing Company
1286,1511993,0.044000000000000004,California Common,Schlafly - The Saint Louis Brewery
1287,1607561,0.055,Lager - Dunkel Munich,Jacob Leinenkugel Brewing Company
1288,1860938,0.057999999999999996,Stout - American,Hinterland Brewery
1289,1031089,0.087,Red Ale - Imperial / Double,Raised Grain Brewing Company
1290,1634216,0.055,Sour - Ale,New Glarus Brewing Company
1291,1319969,0.096,Winter Warmer,Lakefront Brewery
1292,1276448,0.048,Lager - Winter,Stevens Point Brewery
1293,6687,0.1,Porter - Imperial / Double,Ballast Point Brewing & Spirits
1294,961047,0.09,Belgian Strong Dark Ale,3 Floyds Brewing Company
1295,1705826,0.081,Red Ale - Imperial / Double,Short's Brewing Company
1296,326708,0.06,Pale Ale - American,3 Floyds Brewing Company
1297,1782030,0.073,IPA - American,3 Floyds Brewing Company
1298,103,0.07,Scotch Ale / Wee Heavy,3 Floyds Brewing Company
1299,45520,0.1,Belgian Tripel,Short's Brewing Company
1300,14695,0.062000000000000006,Stout - Oatmeal,New Glarus Brewing Company
1301,1924381,0.069,IPA - American,3 Floyds Brewing Company
1302,1854569,0.08,Fruit Beer,Founders Brewing Co.
1303,17704,0.065,Maibock/Helles Bock,Abita Brewing Company
1304,77637,0.121,Stout - American Imperial / Double,"Epic Brewing Co. (Utah, Colorado)"
1305,12182,0.043,Fruit Beer,Short's Brewing Company
1306,931076,0.11,Stout - Imperial / Double,Renegade Brewing Company
1307,262741,0.10400000000000001,Stout - American Imperial / Double,3 Floyds Brewing Company
1308,945116,0.075,IPA - American,Ale Asylum
1309,1226368,0.095,Stout - Other,Raised Grain Brewing Company
1310,7230,0.057999999999999996,Brown Ale - American,Bell's Brewery
1311,1769295,0.13,Cider,Ciderboys Hard Cider
1312,5047,0.055999999999999994,Brown Ale - English,Abita Brewing Company
1313,12079,0.077,IPA - American,Short's Brewing Company
1314,7808,0.066,IPA - American,Surly Brewing Company
1315,174788,0.1,Scotch Ale / Wee Heavy,Sprecher Brewing Company
1316,364850,0.1,IPA - Imperial / Double,Half Acre Beer Company
1317,54147,0.11,Stout - Russian Imperial,Sprecher Brewing Company
1318,59622,0.064,IPA - American,Deschutes Brewery
1319,263791,0.05,Kölsch,Jacob Leinenkugel Brewing Company
1320,1252259,0.08,Stout - Imperial Oatmeal,"Epic Brewing Co. (Utah, Colorado)"
1321,1518161,0.052000000000000005,Blonde Ale,Lakefront Brewery
1322,809522,0.069,IPA - American,The Dudes' Brewing Company
1323,5772,0.11,Stout - Russian Imperial,Dark Horse Brewing Co.
1324,1854145,0.075,Porter - Other,Tyranena Brewing
1325,882221,0.07200000000000001,IPA - American,Surly Brewing Company
1326,1569952,0.057999999999999996,Pale Ale - American,Toppling Goliath Brewing
1327,715509,0.092,IPA - Imperial / Double,18th Street Brewery
1328,2846,0.06,Stout - Oatmeal,Milwaukee Brewing Company
1329,24847,0.064,Saison / Farmhouse Ale,Goose Island Beer Co.
1330,1931308,0.084,Stout - Milk / Sweet,The Fermentorium
1331,407,0.07200000000000001,Blonde Ale - Belgian Blonde / Golden,Goose Island Beer Co.
1332,1352957,0.08,Belgian Tripel,Brasserie Nationale
1333,1747573,0.13,Belgian Quad,3 Sheeps Brewing Company
1334,50983,0.048,Lager - Pale,Hangzhou Quiandaohu Beer Co. (Cheerday Brewery)
1335,1311232,0.081,Stout - Imperial Milk / Sweet,Stone Brewing
1336,5626,0.053,Witbier,Alaskan Brewing Co.
1337,1585182,0.06,Blonde Ale,New Belgium Brewing Company
1338,894,0.08,Belgian Dubbel,Goose Island Beer Co.
1339,878330,0.05,Schwarzbier,Feldschlösschen Dresden
1340,3950,0.18,IPA - Imperial / Double,Dogfish Head Craft Brewery
1341,2893,0.055,Red Ale - Irish,Titletown Brewing Company
1342,12987,0.075,Scotch Ale / Wee Heavy,Tyranena Brewing
1343,78774,0.057,Märzen,Revolution Brewing Company
1344,1738294,0.06,Brown Ale - American,Stevens Point Brewery
1345,6760,0.1,Belgian Quad,Brouwerij St. Bernardus
1346,372,0.07,Pale Ale - Belgian,Goose Island Beer Co.
1347,1230968,0.047,Blonde Ale,Stillmank Brewing Company
1348,1849806,0.0,Brown Ale - American,Riverside Brewery & Restaurant 
1349,650681,0.086,Saison / Farmhouse Ale,3 Sheeps Brewing Company
1350,1723808,0.065,Winter Warmer,Anchor Brewing Company
1351,1744184,0.077,Sour - Flanders Red Ale,Bruery Terreux®
1352,1771205,0.061,Pale Ale - American,Deschutes Brewery
1353,5112,0.054000000000000006,Red Ale - American Amber / Red,North Coast Brewing Company
1354,1604493,0.07,Lager - IPL (India Pale Lager),Clown Shoes
1355,175862,0.065,Red Ale - American Amber / Red,Pipeworks Brewing Company
1356,1724304,0.07,Red Ale - Other,Penrose Brewing Company
1357,142006,0.08,IPA - Imperial / Double,Against the Grain Brewery & Smokehouse
1358,121023,0.08199999999999999,IPA - American,Elysian Brewing Company
1359,74606,0.08,IPA - Imperial / Double,Heretic Brewing Company
1360,1781883,0.08900000000000001,IPA - Imperial / Double,Stone Brewing
1361,1016706,0.076,IPA - Imperial / Double,Bur Oak Brewing Company
1362,57756,0.068,IPA - Red,Heretic Brewing Company
1363,1548802,0.068,Pale Ale - Belgian,Alter Brewing Company
1364,6288,0.057999999999999996,Lager - Dortmunder / Export,Great Lakes Brewing Company
1365,918,0.071,IPA - American,Great Divide Brewing Company
1366,511589,0.09,IPA - Imperial / Double,Clown Shoes
1367,1312619,0.065,IPA - American,4 Hands Brewing Co.
1368,1344900,0.059000000000000004,Golden Ale,Alter Brewing Company
1369,1826546,0.06,Pale Ale - American,Alter Brewing Company
1370,414,0.087,Old Ale,Great Divide Brewing Company
1371,1346205,0.085,IPA - Imperial / Double,Alter Brewing Company
1372,478959,0.057999999999999996,Witbier,Two Brothers Brewing Company
1373,956864,0.057999999999999996,Stout - Oatmeal,Lupine Brewing Company
1374,841318,0.073,Scotch Ale / Wee Heavy,Gull Dam Brewing
1375,994652,0.07,IPA - American,Gull Dam Brewing
1376,3905,0.054000000000000006,Pale Ale - American,Minocqua Brewing Company
1377,3907,0.07400000000000001,Red Ale - American Amber / Red,Minocqua Brewing Company
1378,705460,0.06,Pale Ale - American,AleSmith Brewing Company
1379,3770,0.051,Saison / Farmhouse Ale,New Glarus Brewing Company
1380,5226,0.069,IPA - American,Lakefront Brewery
1381,2247,0.052000000000000005,Scottish Ale,Belhaven Brewery
1382,1939157,0.07,Lager - Dunkel Munich,Minocqua Brewing Company
1383,76426,0.052000000000000005,Pale Wheat Ale - American,Minocqua Brewing Company
1384,1005604,0.07,IPA - American,Founders Brewing Co.
1385,76500,0.064,Porter - American,Minocqua Brewing Company
1386,7832,0.05,Pale Ale - American,New Glarus Brewing Company
1387,9251,0.057,Pale Ale - American,Ale Asylum
1388,705285,0.09,IPA - Imperial / Double,New Glarus Brewing Company
1389,3904,0.066,Specialty Grain,Minocqua Brewing Company
1390,1052528,0.105,Stout - American Imperial / Double,Founders Brewing Co.
1391,76449,0.06,Brown Ale - American,Minocqua Brewing Company
1392,515064,0.06,IPA - American,Rogue Ales & Spirits
1393,1852615,0.054000000000000006,Schwarzbier,Riggs Beer Company
1394,7248,0.051,Hefeweizen,Starr Hill Brewery
1395,1793897,0.04,Porter - American,Uinta Brewing Company
1396,35681,0.075,Doppelbock ,Staatliches Hofbräuhaus München
1397,1792302,0.062000000000000006,Pale Ale - American,Upland Brewing Company
1398,1132080,0.1,Barleywine - English,Hinterland Brewery
1399,1249148,0.055,Stout - Oatmeal,Ballast Point Brewing & Spirits
1400,1119569,0.077,Pale Ale - American,Lagunitas Brewing Company
1401,107027,0.06,Porter - Baltic,Einstök Ölgerð
